, LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
1453,CN2810700000000,28,107,"Panola County, MS",,,,
1454,CN2810900000000,28,109,"Pearl River County, MS",,,,
1455,CN2811100000000,28,111,"Perry County, MS",,,,
1456,CN2811300000000,28,113,"Pike County, MS",,,,
1457,CN2811500000000,28,115,"Pontotoc County, MS",,,,
1458,CN2811700000000,28,117,"Prentiss County, MS",,,,
1459,CN2811900000000,28,119,"Quitman County, MS",,,,
1460,CN2812100000000,28,121,"Rankin County, MS",,,,
1461,CN2812300000000,28,123,"Scott County, MS",,,,
1462,CN2812500000000,28,125,"Sharkey County, MS",,,,
1463,CN2812700000000,28,127,"Simpson County, MS",,,,
1464,CN2812900000000,28,129,"Smith County, MS",,,,
1465,CN2813100000000,28,131,"Stone County, MS",,,,
1466,CN2813300000000,28,133,"Sunflower County, MS",,,,
1467,CN2813500000000,28,135,"Tallahatchie County, MS",,,,
1468,CN2813700000000,28,137,"Tate County, MS",,,,
1469,CN2813900000000,28,139,"Tippah County, MS",,,,
1470,CN2814100000000,28,141,"Tishomingo County, MS",,,,
1471,CN2814300000000,28,143,"Tunica County, MS",,,,
1472,CN2814500000000,28,145,"Union County, MS",,,,
1473,CN2814700000000,28,147,"Walthall County, MS",,,,
1474,CN2814900000000,28,149,"Warren County, MS",,,,
1475,CN2815100000000,28,151,"Washington County, MS",,,,
1476,CN2815300000000,28,153,"Wayne County, MS",,,,
1477,CN2815500000000,28,155,"Webster County, MS",,,,
1478,CN2815700000000,28,157,"Wilkinson County, MS",,,,
1479,CN2815900000000,28,159,"Winston County, MS",,,,
1480,CN2816100000000,28,161,"Yalobusha County, MS",,,,
1481,CN2816300000000,28,163,"Yazoo County, MS",,,,
1482,CN2900100000000,29,1,"Adair County, MO",,,,
1483,CN2900300000000,29,3,"Andrew County, MO",,,,
1484,CN2900500000000,29,5,"Atchison County, MO",,,,
1485,CN2900700000000,29,7,"Audrain County, MO",,,,
1486,CN2900900000000,29,9,"Barry County, MO",,,,
1487,CN2901100000000,29,11,"Barton County, MO",,,,
1488,CN2901300000000,29,13,"Bates County, MO",,,,
1489,CN2901500000000,29,15,"Benton County, MO",,,,
1490,CN2901700000000,29,17,"Bollinger County, MO",,,,
1491,CN2901900000000,29,19,"Boone County, MO",,,,
1492,CN2902100000000,29,21,"Buchanan County, MO",,,,
1493,CN2902300000000,29,23,"Butler County, MO",,,,
1494,CN2902500000000,29,25,"Caldwell County, MO",,,,
1495,CN2902700000000,29,27,"Callaway County, MO",,,,
1496,CN2902900000000,29,29,"Camden County, MO",,,,
1497,CN2903100000000,29,31,"Cape Girardeau County, MO",,,,
1498,CN2903300000000,29,33,"Carroll County, MO",,,,
1499,CN2903500000000,29,35,"Carter County, MO",,,,
1500,CN2903700000000,29,37,"Cass County, MO",,,,
1501,CN2903900000000,29,39,"Cedar County, MO",,,,
1502,CN2904100000000,29,41,"Chariton County, MO",,,,
1503,CN2904300000000,29,43,"Christian County, MO",,,,
1504,CN2904500000000,29,45,"Clark County, MO",,,,
1505,CN2904700000000,29,47,"Clay County, MO",,,,
1506,CN2904900000000,29,49,"Clinton County, MO",,,,
1507,CN2905100000000,29,51,"Cole County, MO",,,,
1508,CN2905300000000,29,53,"Cooper County, MO",,,,
1509,CN2905500000000,29,55,"Crawford County, MO",,,,
1510,CN2905700000000,29,57,"Dade County, MO",,,,
1511,CN2905900000000,29,59,"Dallas County, MO",,,,
1512,CN2906100000000,29,61,"Daviess County, MO",,,,
1513,CN2906300000000,29,63,"DeKalb County, MO",,,,
1514,CN2906500000000,29,65,"Dent County, MO",,,,
1515,CN2906700000000,29,67,"Douglas County, MO",,,,
1516,CN2906900000000,29,69,"Dunklin County, MO",,,,
1517,CN2907100000000,29,71,"Franklin County, MO",,,,
1518,CN2907300000000,29,73,"Gasconade County, MO",,,,
1519,CN2907500000000,29,75,"Gentry County, MO",,,,
1520,CN2907700000000,29,77,"Greene County, MO",,,,
1521,CN2907900000000,29,79,"Grundy County, MO",,,,
1522,CN2908100000000,29,81,"Harrison County, MO",,,,
1523,CN2908300000000,29,83,"Henry County, MO",,,,
1524,CN2908500000000,29,85,"Hickory County, MO",,,,
1525,CN2908700000000,29,87,"Holt County, MO",,,,
1526,CN2908900000000,29,89,"Howard County, MO",,,,
1527,CN2909100000000,29,91,"Howell County, MO",,,,
1528,CN2909300000000,29,93,"Iron County, MO",,,,
1529,CN2909500000000,29,95,"Jackson County, MO",,,,
1530,CN2909700000000,29,97,"Jasper County, MO",,,,
1531,CN2909900000000,29,99,"Jefferson County, MO",,,,
1532,CN2910100000000,29,101,"Johnson County, MO",,,,
1533,CN2910300000000,29,103,"Knox County, MO",,,,
1534,CN2910500000000,29,105,"Laclede County, MO",,,,
1535,CN2910700000000,29,107,"Lafayette County, MO",,,,
1536,CN2910900000000,29,109,"Lawrence County, MO",,,,
1537,CN2911100000000,29,111,"Lewis County, MO",,,,
1538,CN2911300000000,29,113,"Lincoln County, MO",,,,
1539,CN2911500000000,29,115,"Linn County, MO",,,,
1540,CN2911700000000,29,117,"Livingston County, MO",,,,
1541,CN2911900000000,29,119,"McDonald County, MO",,,,
1542,CN2912100000000,29,121,"Macon County, MO",,,,
1543,CN2912300000000,29,123,"Madison County, MO",,,,
1544,CN2912500000000,29,125,"Maries County, MO",,,,
1545,CN2912700000000,29,127,"Marion County, MO",,,,
1546,CN2912900000000,29,129,"Mercer County, MO",,,,
1547,CN2913100000000,29,131,"Miller County, MO",,,,
1548,CN2913300000000,29,133,"Mississippi County, MO",,,,
1549,CN2913500000000,29,135,"Moniteau County, MO",,,,
1550,CN2913700000000,29,137,"Monroe County, MO",,,,
1551,CN2913900000000,29,139,"Montgomery County, MO",,,,
1552,CN2914100000000,29,141,"Morgan County, MO",,,,
1553,CN2914300000000,29,143,"New Madrid County, MO",,,,
1554,CN2914500000000,29,145,"Newton County, MO",,,,
1555,CN2914700000000,29,147,"Nodaway County, MO",,,,
1556,CN2914900000000,29,149,"Oregon County, MO",,,,
1557,CN2915100000000,29,151,"Osage County, MO",,,,
1558,CN2915300000000,29,153,"Ozark County, MO",,,,
1559,CN2915500000000,29,155,"Pemiscot County, MO",,,,
1560,CN2915700000000,29,157,"Perry County, MO",,,,
1561,CN2915900000000,29,159,"Pettis County, MO",,,,
1562,CN2916100000000,29,161,"Phelps County, MO",,,,
1563,CN2916300000000,29,163,"Pike County, MO",,,,
1564,CN2916500000000,29,165,"Platte County, MO",,,,
1565,CN2916700000000,29,167,"Polk County, MO",,,,
1566,CN2916900000000,29,169,"Pulaski County, MO",,,,
1567,CN2917100000000,29,171,"Putnam County, MO",,,,
1568,CN2917300000000,29,173,"Ralls County, MO",,,,
1569,CN2917500000000,29,175,"Randolph County, MO",,,,
1570,CN2917700000000,29,177,"Ray County, MO",,,,
1571,CN2917900000000,29,179,"Reynolds County, MO",,,,
1572,CN2918100000000,29,181,"Ripley County, MO",,,,
1573,CN2918300000000,29,183,"St. Charles County, MO",,,,
1574,CN2918500000000,29,185,"St. Clair County, MO",,,,
1575,CN2918600000000,29,186,"Ste. Genevieve County, MO",,,,
1576,CN2918700000000,29,187,"St. Francois County, MO",,,,
1577,CN2918900000000,29,189,"St. Louis County, MO",,,,
1578,CN2919500000000,29,195,"Saline County, MO",,,,
1579,CN2919700000000,29,197,"Schuyler County, MO",,,,
1580,CN2919900000000,29,199,"Scotland County, MO",,,,
1581,CN2920100000000,29,201,"Scott County, MO",,,,
1582,CN2920300000000,29,203,"Shannon County, MO",,,,
1583,CN2920500000000,29,205,"Shelby County, MO",,,,
1584,CN2920700000000,29,207,"Stoddard County, MO",,,,
1585,CN2920900000000,29,209,"Stone County, MO",,,,
1586,CN2921100000000,29,211,"Sullivan County, MO",,,,
1587,CN2921300000000,29,213,"Taney County, MO",,,,
1588,CN2921500000000,29,215,"Texas County, MO",,,,
1589,CN2921700000000,29,217,"Vernon County, MO",,,,
1590,CN2921900000000,29,219,"Warren County, MO",,,,
1591,CN2922100000000,29,221,"Washington County, MO",,,,
1592,CN2922300000000,29,223,"Wayne County, MO",,,,
1593,CN2922500000000,29,225,"Webster County, MO",,,,
1594,CN2922700000000,29,227,"Worth County, MO",,,,
1595,CN2922900000000,29,229,"Wright County, MO",,,,
1596,CN2951000000000,29,510,"St. Louis city, MO",,,,
1597,CN3000100000000,30,1,"Beaverhead County, MT",,,,
1598,CN3000300000000,30,3,"Big Horn County, MT",,,,
1599,CN3000500000000,30,5,"Blaine County, MT",,,,
1600,CN3000700000000,30,7,"Broadwater County, MT",,,,
1601,CN3000900000000,30,9,"Carbon County, MT",,,,
1602,CN3001100000000,30,11,"Carter County, MT",,,,
1603,CN3001300000000,30,13,"Cascade County, MT",,,,
1604,CN3001500000000,30,15,"Chouteau County, MT",,,,
1605,CN3001700000000,30,17,"Custer County, MT",,,,
1606,CN3001900000000,30,19,"Daniels County, MT",,,,
1607,CN3002100000000,30,21,"Dawson County, MT",,,,
1608,CN3002300000000,30,23,"Deer Lodge County, MT",,,,
1609,CN3002500000000,30,25,"Fallon County, MT",,,,
1610,CN3002700000000,30,27,"Fergus County, MT",,,,
1611,CN3002900000000,30,29,"Flathead County, MT",,,,
1612,CN3003100000000,30,31,"Gallatin County, MT",,,,
1613,CN3003300000000,30,33,"Garfield County, MT",,,,
1614,CN3003500000000,30,35,"Glacier County, MT",,,,
1615,CN3003700000000,30,37,"Golden Valley County, MT",,,,
1616,CN3003900000000,30,39,"Granite County, MT",,,,
1617,CN3004100000000,30,41,"Hill County, MT",,,,
1618,CN3004300000000,30,43,"Jefferson County, MT",,,,
1619,CN3004500000000,30,45,"Judith Basin County, MT",,,,
1620,CN3004700000000,30,47,"Lake County, MT",,,,
1621,CN3004900000000,30,49,"Lewis and Clark County, MT",,,,
1622,CN3005100000000,30,51,"Liberty County, MT",,,,
1623,CN3005300000000,30,53,"Lincoln County, MT",,,,
1624,CN3005500000000,30,55,"McCone County, MT",,,,
1625,CN3005700000000,30,57,"Madison County, MT",,,,
1626,CN3005900000000,30,59,"Meagher County, MT",,,,
1627,CN3006100000000,30,61,"Mineral County, MT",,,,
1628,CN3006300000000,30,63,"Missoula County, MT",,,,
1629,CN3006500000000,30,65,"Musselshell County, MT",,,,
1630,CN3006700000000,30,67,"Park County, MT",,,,
1631,CN3006900000000,30,69,"Petroleum County, MT",,,,
1632,CN3007100000000,30,71,"Phillips County, MT",,,,
1633,CN3007300000000,30,73,"Pondera County, MT",,,,
1634,CN3007500000000,30,75,"Powder River County, MT",,,,
1635,CN3007700000000,30,77,"Powell County, MT",,,,
1636,CN3007900000000,30,79,"Prairie County, MT",,,,
1637,CN3008100000000,30,81,"Ravalli County, MT",,,,
1638,CN3008300000000,30,83,"Richland County, MT",,,,
1639,CN3008500000000,30,85,"Roosevelt County, MT",,,,
1640,CN3008700000000,30,87,"Rosebud County, MT",,,,
1641,CN3008900000000,30,89,"Sanders County, MT",,,,
1642,CN3009100000000,30,91,"Sheridan County, MT",,,,
1643,CN3009300000000,30,93,"Silver Bow County, MT",,,,
1644,CN3009500000000,30,95,"Stillwater County, MT",,,,
1645,CN3009700000000,30,97,"Sweet Grass County, MT",,,,
1646,CN3009900000000,30,99,"Teton County, MT",,,,
1647,CN3010100000000,30,101,"Toole County, MT",,,,
1648,CN3010300000000,30,103,"Treasure County, MT",,,,
1649,CN3010500000000,30,105,"Valley County, MT",,,,
1650,CN3010700000000,30,107,"Wheatland County, MT",,,,
1651,CN3010900000000,30,109,"Wibaux County, MT",,,,
1652,CN3011100000000,30,111,"Yellowstone County, MT",,,,
1653,CN3100100000000,31,1,"Adams County, NE",,,,
1654,CN3100300000000,31,3,"Antelope County, NE",,,,
1655,CN3100500000000,31,5,"Arthur County, NE",,,,
1656,CN3100700000000,31,7,"Banner County, NE",,,,
1657,CN3100900000000,31,9,"Blaine County, NE",,,,
1658,CN3101100000000,31,11,"Boone County, NE",,,,
1659,CN3101300000000,31,13,"Box Butte County, NE",,,,
1660,CN3101500000000,31,15,"Boyd County, NE",,,,
1661,CN3101700000000,31,17,"Brown County, NE",,,,
1662,CN3101900000000,31,19,"Buffalo County, NE",,,,
1663,CN3102100000000,31,21,"Burt County, NE",,,,
1664,CN3102300000000,31,23,"Butler County, NE",,,,
1665,CN3102500000000,31,25,"Cass County, NE",,,,
1666,CN3102700000000,31,27,"Cedar County, NE",,,,
1667,CN3102900000000,31,29,"Chase County, NE",,,,
1668,CN3103100000000,31,31,"Cherry County, NE",,,,
1669,CN3103300000000,31,33,"Cheyenne County, NE",,,,
1670,CN3103500000000,31,35,"Clay County, NE",,,,
1671,CN3103700000000,31,37,"Colfax County, NE",,,,
1672,CN3103900000000,31,39,"Cuming County, NE",,,,
1673,CN3104100000000,31,41,"Custer County, NE",,,,
1674,CN3104300000000,31,43,"Dakota County, NE",,,,
1675,CN3104500000000,31,45,"Dawes County, NE",,,,
1676,CN3104700000000,31,47,"Dawson County, NE",,,,
1677,CN3104900000000,31,49,"Deuel County, NE",,,,
1678,CN3105100000000,31,51,"Dixon County, NE",,,,
1679,CN3105300000000,31,53,"Dodge County, NE",,,,
1680,CN3105500000000,31,55,"Douglas County, NE",,,,
1681,CN3105700000000,31,57,"Dundy County, NE",,,,
1682,CN3105900000000,31,59,"Fillmore County, NE",,,,
1683,CN3106100000000,31,61,"Franklin County, NE",,,,
1684,CN3106300000000,31,63,"Frontier County, NE",,,,
1685,CN3106500000000,31,65,"Furnas County, NE",,,,
1686,CN3106700000000,31,67,"Gage County, NE",,,,
1687,CN3106900000000,31,69,"Garden County, NE",,,,
1688,CN3107100000000,31,71,"Garfield County, NE",,,,
1689,CN3107300000000,31,73,"Gosper County, NE",,,,
1690,CN3107500000000,31,75,"Grant County, NE",,,,
1691,CN3107700000000,31,77,"Greeley County, NE",,,,
1692,CN3107900000000,31,79,"Hall County, NE",,,,
1693,CN3108100000000,31,81,"Hamilton County, NE",,,,
1694,CN3108300000000,31,83,"Harlan County, NE",,,,
1695,CN3108500000000,31,85,"Hayes County, NE",,,,
1696,CN3108700000000,31,87,"Hitchcock County, NE",,,,
1697,CN3108900000000,31,89,"Holt County, NE",,,,
1698,CN3109100000000,31,91,"Hooker County, NE",,,,
1699,CN3109300000000,31,93,"Howard County, NE",,,,
1700,CN3109500000000,31,95,"Jefferson County, NE",,,,
1701,CN3109700000000,31,97,"Johnson County, NE",,,,
1702,CN3109900000000,31,99,"Kearney County, NE",,,,
1703,CN3110100000000,31,101,"Keith County, NE",,,,
1704,CN3110300000000,31,103,"Keya Paha County, NE",,,,
1705,CN3110500000000,31,105,"Kimball County, NE",,,,
1706,CN3110700000000,31,107,"Knox County, NE",,,,
1707,CN3110900000000,31,109,"Lancaster County, NE",,,,
1708,CN3111100000000,31,111,"Lincoln County, NE",,,,
1709,CN3111300000000,31,113,"Logan County, NE",,,,
1710,CN3111500000000,31,115,"Loup County, NE",,,,
1711,CN3111700000000,31,117,"McPherson County, NE",,,,
1712,CN3111900000000,31,119,"Madison County, NE",,,,
1713,CN3112100000000,31,121,"Merrick County, NE",,,,
1714,CN3112300000000,31,123,"Morrill County, NE",,,,
1715,CN3112500000000,31,125,"Nance County, NE",,,,
1716,CN3112700000000,31,127,"Nemaha County, NE",,,,
1717,CN3112900000000,31,129,"Nuckolls County, NE",,,,
1718,CN3113100000000,31,131,"Otoe County, NE",,,,
1719,CN3113300000000,31,133,"Pawnee County, NE",,,,
1720,CN3113500000000,31,135,"Perkins County, NE",,,,
1721,CN3113700000000,31,137,"Phelps County, NE",,,,
1722,CN3113900000000,31,139,"Pierce County, NE",,,,
1723,CN3114100000000,31,141,"Platte County, NE",,,,
1724,CN3114300000000,31,143,"Polk County, NE",,,,
1725,CN3114500000000,31,145,"Red Willow County, NE",,,,
1726,CN3114700000000,31,147,"Richardson County, NE",,,,
1727,CN3114900000000,31,149,"Rock County, NE",,,,
1728,CN3115100000000,31,151,"Saline County, NE",,,,
1729,CN3115300000000,31,153,"Sarpy County, NE",,,,
1730,CN3115500000000,31,155,"Saunders County, NE",,,,
1731,CN3115700000000,31,157,"Scotts Bluff County, NE",,,,
1732,CN3115900000000,31,159,"Seward County, NE",,,,
1733,CN3116100000000,31,161,"Sheridan County, NE",,,,
1734,CN3116300000000,31,163,"Sherman County, NE",,,,
1735,CN3116500000000,31,165,"Sioux County, NE",,,,
1736,CN3116700000000,31,167,"Stanton County, NE",,,,
1737,CN3116900000000,31,169,"Thayer County, NE",,,,
1738,CN3117100000000,31,171,"Thomas County, NE",,,,
1739,CN3117300000000,31,173,"Thurston County, NE",,,,
1740,CN3117500000000,31,175,"Valley County, NE",,,,
1741,CN3117700000000,31,177,"Washington County, NE",,,,
1742,CN3117900000000,31,179,"Wayne County, NE",,,,
1743,CN3118100000000,31,181,"Webster County, NE",,,,
1744,CN3118300000000,31,183,"Wheeler County, NE",,,,
1745,CN3118500000000,31,185,"York County, NE",,,,
1746,CN3200100000000,32,1,"Churchill County, NV",,,,
1747,CN3200300000000,32,3,"Clark County, NV",,,,
1748,CN3200500000000,32,5,"Douglas County, NV",,,,
1749,CN3200700000000,32,7,"Elko County, NV",,,,
1750,CN3200900000000,32,9,"Esmeralda County, NV",,,,
1751,CN3201100000000,32,11,"Eureka County, NV",,,,
1752,CN3201300000000,32,13,"Humboldt County, NV",,,,
1753,CN3201500000000,32,15,"Lander County, NV",,,,
1754,CN3201700000000,32,17,"Lincoln County, NV",,,,
1755,CN3201900000000,32,19,"Lyon County, NV",,,,
1756,CN3202100000000,32,21,"Mineral County, NV",,,,
1757,CN3202300000000,32,23,"Nye County, NV",,,,
1758,CN3202700000000,32,27,"Pershing County, NV",,,,
1759,CN3202900000000,32,29,"Storey County, NV",,,,
1760,CN3203100000000,32,31,"Washoe County, NV",,,,
1761,CN3203300000000,32,33,"White Pine County, NV",,,,
1762,CN3251000000000,32,510,"Carson City, NV",,,,
1763,CN3300100000000,33,1,"Belknap County, NH",,,,
1764,CN3300300000000,33,3,"Carroll County, NH",,,,
1765,CN3300500000000,33,5,"Cheshire County, NH",,,,
1766,CN3300700000000,33,7,"Coos County, NH",,,,
1767,CN3300900000000,33,9,"Grafton County, NH",,,,
1768,CN3301100000000,33,11,"Hillsborough County, NH",,,,
1769,CN3301300000000,33,13,"Merrimack County, NH",,,,
1770,CN3301500000000,33,15,"Rockingham County, NH",,,,
1771,CN3301700000000,33,17,"Strafford County, NH",,,,
1772,CN3301900000000,33,19,"Sullivan County, NH",,,,
1773,CN3400100000000,34,1,"Atlantic County, NJ",,,,
1774,CN3400300000000,34,3,"Bergen County, NJ",,,,
1775,CN3400500000000,34,5,"Burlington County, NJ",,,,
1776,CN3400700000000,34,7,"Camden County, NJ",,,,
1777,CN3400900000000,34,9,"Cape May County, NJ",,,,
1778,CN3401100000000,34,11,"Cumberland County, NJ",,,,
1779,CN3401300000000,34,13,"Essex County, NJ",,,,
1780,CN3401500000000,34,15,"Gloucester County, NJ",,,,
1781,CN3401700000000,34,17,"Hudson County, NJ",,,,
1782,CN3401900000000,34,19,"Hunterdon County, NJ",,,,
1783,CN3402100000000,34,21,"Mercer County, NJ",,,,
1784,CN3402300000000,34,23,"Middlesex County, NJ",,,,
1785,CN3402500000000,34,25,"Monmouth County, NJ",,,,
1786,CN3402700000000,34,27,"Morris County, NJ",,,,
1787,CN3402900000000,34,29,"Ocean County, NJ",,,,
1788,CN3403100000000,34,31,"Passaic County, NJ",,,,
1789,CN3403300000000,34,33,"Salem County, NJ",,,,
1790,CN3403500000000,34,35,"Somerset County, NJ",,,,
1791,CN3403700000000,34,37,"Sussex County, NJ",,,,
1792,CN3403900000000,34,39,"Union County, NJ",,,,
1793,CN3404100000000,34,41,"Warren County, NJ",,,,
1794,CN3500100000000,35,1,"Bernalillo County, NM",,,,
1795,CN3500300000000,35,3,"Catron County, NM",,,,
1796,CN3500500000000,35,5,"Chaves County, NM",,,,
1797,CN3500600000000,35,6,"Cibola County, NM",,,,
1798,CN3500700000000,35,7,"Colfax County, NM",,,,
1799,CN3500900000000,35,9,"Curry County, NM",,,,
1800,CN3501100000000,35,11,"De Baca County, NM",,,,
1801,CN3501300000000,35,13,"Dona Ana County, NM",,,,
1802,CN3501500000000,35,15,"Eddy County, NM",,,,
1803,CN3501700000000,35,17,"Grant County, NM",,,,
1804,CN3501900000000,35,19,"Guadalupe County, NM",,,,
1805,CN3502100000000,35,21,"Harding County, NM",,,,
1806,CN3502300000000,35,23,"Hidalgo County, NM",,,,
1807,CN3502500000000,35,25,"Lea County, NM",,,,
1808,CN3502700000000,35,27,"Lincoln County, NM",,,,
1809,CN3502800000000,35,28,"Los Alamos County, NM",,,,
1810,CN3502900000000,35,29,"Luna County, NM",,,,
1811,CN3503100000000,35,31,"McKinley County, NM",,,,
1812,CN3503300000000,35,33,"Mora County, NM",,,,
1813,CN3503500000000,35,35,"Otero County, NM",,,,
1814,CN3503700000000,35,37,"Quay County, NM",,,,
1815,CN3503900000000,35,39,"Rio Arriba County, NM",,,,
1816,CN3504100000000,35,41,"Roosevelt County, NM",,,,
1817,CN3504300000000,35,43,"Sandoval County, NM",,,,
1818,CN3504500000000,35,45,"San Juan County, NM",,,,
1819,CN3504700000000,35,47,"San Miguel County, NM",,,,
1820,CN3504900000000,35,49,"Santa Fe County, NM",,,,
1821,CN3505100000000,35,51,"Sierra County, NM",,,,
1822,CN3505300000000,35,53,"Socorro County, NM",,,,
1823,CN3505500000000,35,55,"Taos County, NM",,,,
1824,CN3505700000000,35,57,"Torrance County, NM",,,,
1825,CN3505900000000,35,59,"Union County, NM",,,,
1826,CN3506100000000,35,61,"Valencia County, NM",,,,
1827,CN3600100000000,36,1,"Albany County, NY",,,,
1828,CN3600300000000,36,3,"Allegany County, NY",,,,
1829,CN3600500000000,36,5,"Bronx County, NY",,,,
1830,CN3600700000000,36,7,"Broome County, NY",,,,
1831,CN3600900000000,36,9,"Cattaraugus County, NY",,,,
1832,CN3601100000000,36,11,"Cayuga County, NY",,,,
1833,CN3601300000000,36,13,"Chautauqua County, NY",,,,
1834,CN3601500000000,36,15,"Chemung County, NY",,,,
1835,CN3601700000000,36,17,"Chenango County, NY",,,,
1836,CN3601900000000,36,19,"Clinton County, NY",,,,
1837,CN3602100000000,36,21,"Columbia County, NY",,,,
1838,CN3602300000000,36,23,"Cortland County, NY",,,,
1839,CN3602500000000,36,25,"Delaware County, NY",,,,
1840,CN3602700000000,36,27,"Dutchess County, NY",,,,
1841,CN3602900000000,36,29,"Erie County, NY",,,,
1842,CN3603100000000,36,31,"Essex County, NY",,,,
1843,CN3603300000000,36,33,"Franklin County, NY",,,,
1844,CN3603500000000,36,35,"Fulton County, NY",,,,
1845,CN3603700000000,36,37,"Genesee County, NY",,,,
1846,CN3603900000000,36,39,"Greene County, NY",,,,
1847,CN3604100000000,36,41,"Hamilton County, NY",,,,
1848,CN3604300000000,36,43,"Herkimer County, NY",,,,
1849,CN3604500000000,36,45,"Jefferson County, NY",,,,
1850,CN3604700000000,36,47,"Kings County, NY",,,,
1851,CN3604900000000,36,49,"Lewis County, NY",,,,
1852,CN3605100000000,36,51,"Livingston County, NY",,,,
1853,CN3605300000000,36,53,"Madison County, NY",,,,
1854,CN3605500000000,36,55,"Monroe County, NY",,,,
1855,CN3605700000000,36,57,"Montgomery County, NY",,,,
1856,CN3605900000000,36,59,"Nassau County, NY",,,,
1857,CN3606100000000,36,61,"New York County, NY",,,,
1858,CN3606300000000,36,63,"Niagara County, NY",,,,
1859,CN3606500000000,36,65,"Oneida County, NY",,,,
1860,CN3606700000000,36,67,"Onondaga County, NY",,,,
1861,CN3606900000000,36,69,"Ontario County, NY",,,,
1862,CN3607100000000,36,71,"Orange County, NY",,,,
1863,CN3607300000000,36,73,"Orleans County, NY",,,,
1864,CN3607500000000,36,75,"Oswego County, NY",,,,
1865,CN3607700000000,36,77,"Otsego County, NY",,,,
1866,CN3607900000000,36,79,"Putnam County, NY",,,,
1867,CN3608100000000,36,81,"Queens County, NY",,,,
1868,CN3608300000000,36,83,"Rensselaer County, NY",,,,
1869,CN3608500000000,36,85,"Richmond County, NY",,,,
1870,CN3608700000000,36,87,"Rockland County, NY",,,,
1871,CN3608900000000,36,89,"St. Lawrence County, NY",,,,
1872,CN3609100000000,36,91,"Saratoga County, NY",,,,
1873,CN3609300000000,36,93,"Schenectady County, NY",,,,
1874,CN3609500000000,36,95,"Schoharie County, NY",,,,
1875,CN3609700000000,36,97,"Schuyler County, NY",,,,
1876,CN3609900000000,36,99,"Seneca County, NY",,,,
1877,CN3610100000000,36,101,"Steuben County, NY",,,,
1878,CN3610300000000,36,103,"Suffolk County, NY",,,,
1879,CN3610500000000,36,105,"Sullivan County, NY",,,,
1880,CN3610700000000,36,107,"Tioga County, NY",,,,
1881,CN3610900000000,36,109,"Tompkins County, NY",,,,
1882,CN3611100000000,36,111,"Ulster County, NY",,,,
1883,CN3611300000000,36,113,"Warren County, NY",,,,
1884,CN3611500000000,36,115,"Washington County, NY",,,,
1885,CN3611700000000,36,117,"Wayne County, NY",,,,
1886,CN3611900000000,36,119,"Westchester County, NY",,,,
1887,CN3612100000000,36,121,"Wyoming County, NY",,,,
1888,CN3612300000000,36,123,"Yates County, NY",,,,
1889,CN3700100000000,37,1,"Alamance County, NC",,,,
1890,CN3700300000000,37,3,"Alexander County, NC",,,,
1891,CN3700500000000,37,5,"Alleghany County, NC",,,,
1892,CN3700700000000,37,7,"Anson County, NC",,,,
1893,CN3700900000000,37,9,"Ashe County, NC",,,,
1894,CN3701100000000,37,11,"Avery County, NC",,,,
1895,CN3701300000000,37,13,"Beaufort County, NC",,,,
1896,CN3701500000000,37,15,"Bertie County, NC",,,,
1897,CN3701700000000,37,17,"Bladen County, NC",,,,
1898,CN3701900000000,37,19,"Brunswick County, NC",,,,
1899,CN3702100000000,37,21,"Buncombe County, NC",,,,
1900,CN3702300000000,37,23,"Burke County, NC",,,,
1901,CN3702500000000,37,25,"Cabarrus County, NC",,,,
1902,CN3702700000000,37,27,"Caldwell County, NC",,,,
1903,CN3702900000000,37,29,"Camden County, NC",,,,
1904,CN3703100000000,37,31,"Carteret County, NC",,,,
1905,CN3703300000000,37,33,"Caswell County, NC",,,,
1906,CN3703500000000,37,35,"Catawba County, NC",,,,
1907,CN3703700000000,37,37,"Chatham County, NC",,,,
1908,CN3703900000000,37,39,"Cherokee County, NC",,,,
1909,CN3704100000000,37,41,"Chowan County, NC",,,,
1910,CN3704300000000,37,43,"Clay County, NC",,,,
1911,CN3704500000000,37,45,"Cleveland County, NC",,,,
1912,CN3704700000000,37,47,"Columbus County, NC",,,,
1913,CN3704900000000,37,49,"Craven County, NC",,,,
1914,CN3705100000000,37,51,"Cumberland County, NC",,,,
1915,CN3705300000000,37,53,"Currituck County, NC",,,,
1916,CN3705500000000,37,55,"Dare County, NC",,,,
1917,CN3705700000000,37,57,"Davidson County, NC",,,,
1918,CN3705900000000,37,59,"Davie County, NC",,,,
1919,CN3706100000000,37,61,"Duplin County, NC",,,,
1920,CN3706300000000,37,63,"Durham County, NC",,,,
1921,CN3706500000000,37,65,"Edgecombe County, NC",,,,
1922,CN3706700000000,37,67,"Forsyth County, NC",,,,
1923,CN3706900000000,37,69,"Franklin County, NC",,,,
1924,CN3707100000000,37,71,"Gaston County, NC",,,,
1925,CN3707300000000,37,73,"Gates County, NC",,,,
1926,CN3707500000000,37,75,"Graham County, NC",,,,
1927,CN3707700000000,37,77,"Granville County, NC",,,,
1928,CN3707900000000,37,79,"Greene County, NC",,,,
1929,CN3708100000000,37,81,"Guilford County, NC",,,,
1930,CN3708300000000,37,83,"Halifax County, NC",,,,
